minimum_nights,number_of_reviews,reviews_per_month,availability_365,price
3,31,1.08,136,160
21,0,1.3732214298586618,0,79
1,36,4.29,201,399
4,0,1.3732214298586618,0,50
2,13,0.99,0,40
60,0,1.3732214298586618,363,249
5,1,0.16,43,86
1,51,5.03,55,70
2,155,5.2,60,59
2,24,2.38,47,150
1,3,0.1,359,150
1,102,6.77,348,74
4,31,4.72,0,89
16,38,1.21,192,39
3,5,0.09,0,160
1,0,1.3732214298586618,0,375
3,3,0.04,337,115
1,161,5.78,156,115
30,35,2.97,365,95
7,149,1.78,16,120
2,0,1.3732214298586618,163,233
1,26,1.82,141,40
4,6,0.16,0,130
3,29,0.49,6,316
15,0,1.3732214298586618,0,55
30,61,1.39,224,100
30,4,0.07,311,250
5,0,1.3732214298586618,89,100
5,116,1.65,299,175
2,12,1.91,229,85
3,1,0.36,169,350
30,5,4.55,90,300
6,41,0.58,55,31
1,203,4.13,211,155
2,0,1.3732214298586618,0,47
3,65,2.92,25,135
30,5,2.08,239,195
6,1,0.03,0,180
1,8,0.36,31,60
100,0,1.3732214298586618,0,160
30,14,0.41,242,106
1,2,1.58,360,86
3,62,1.88,275,140
3,0,1.3732214298586618,0,249
4,32,0.56,0,100
1,42,3.32,120,119
12,13,0.31,354,220
7,69,1.79,0,95
3,0,1.3732214298586618,273,165
1,0,1.3732214298586618,0,130
2,5,0.12,0,50
2,6,3.46,316,199
4,4,0.11,0,220
1,9,0.46,0,60
1,116,5.99,65,100
1,0,1.3732214298586618,0,91
3,0,1.3732214298586618,0,200
3,98,1.95,180,126
1,124,4.18,0,105
2,33,0.7,0,80
3,1,0.02,0,150
3,78,1.95,17,154
1,18,1.06,152,68
1,14,6.67,44,65
62,0,1.3732214298586618,0,35
30,2,0.47,353,42
4,5,0.1,0,70
1,1,1.0,35,55
5,69,2.4,104,65
1,7,0.14,365,350
1,30,2.69,189,80
2,74,4.3,28,65
3,16,2.57,129,199
3,25,0.41,353,70
30,18,0.3,168,39
3,10,0.86,340,180
4,2,0.23,4,160
3,7,0.38,20,85
5,0,1.3732214298586618,9,200
26,4,0.35,58,90
2,0,1.3732214298586618,296,65
2,2,0.79,0,100
1,1,0.26,60,79
2,15,0.41,0,130
1,31,9.21,89,75
2,92,3.17,139,68
1,0,1.3732214298586618,0,115
30,0,1.3732214298586618,53,397
1,0,1.3732214298586618,0,70
3,0,1.3732214298586618,159,220
4,12,3.91,231,175
1,607,7.75,293,49
6,0,1.3732214298586618,0,93
3,124,3.45,199,65
30,3,0.06,82,37
2,1,0.03,0,100
2,3,0.08,0,165
3,1,0.07,0,30
4,22,0.71,0,45
2,8,0.46,0,175
21,6,0.07,0,59
4,17,0.67,203,180
6,0,1.3732214298586618,9,700
30,4,0.2,365,50
10,1,0.73,160,150
1,20,2.83,125,74
3,11,0.56,89,130
1,156,7.0,318,55
30,4,0.13,327,117
2,1,0.05,0,79
5,1,0.03,0,125
3,8,0.95,23,230
3,146,2.08,277,115
2,20,1.44,179,112
3,31,1.98,4,180
4,3,0.3,175,80
3,5,0.24,0,70
6,1,0.39,0,300
1,5,2.54,179,70
3,1,0.18,0,130
3,8,0.95,165,100
2,4,1.82,314,100
2,4,0.09,0,170
3,56,1.25,333,185
1,8,0.75,129,90
30,6,0.5,195,172
2,2,0.1,365,69
4,123,3.08,43,165
14,0,1.3732214298586618,0,220
1,23,0.73,97,60
2,30,7.14,73,175
5,91,1.18,248,30
1,1,0.02,0,125
7,0,1.3732214298586618,0,110
2,8,0.18,0,112
180,0,1.3732214298586618,358,1880
2,1,0.02,0,95
2,0,1.3732214298586618,0,75
3,3,0.11,0,40
3,0,1.3732214298586618,0,35
3,3,3.0,16,285
1,0,1.3732214298586618,82,250
2,3,0.38,89,90
1,0,1.3732214298586618,0,48
1,178,5.75,146,70
7,4,0.17,72,475
30,12,0.26,331,115
4,44,1.71,98,155
2,11,4.46,6,115
1,40,2.97,335,125
20,3,0.09,340,100
3,4,0.43,85,117
4,16,0.27,0,115
1,0,1.3732214298586618,0,120
2,190,3.82,254,84
1,1,0.03,0,100
2,27,1.15,1,100
2,17,2.17,77,75
30,2,0.04,335,130
6,9,0.42,333,65
1,7,0.08,129,195
1,0,1.3732214298586618,0,90
15,14,0.49,15,36
4,2,0.05,0,295
2,4,1.97,333,221
3,0,1.3732214298586618,364,100
1,0,1.3732214298586618,0,35
3,55,3.5,37,1000
30,0,1.3732214298586618,364,300
2,0,1.3732214298586618,0,65
2,16,0.3,235,90
6,6,2.9,12,195
2,6,1.55,81,308
2,19,0.44,0,75
5,7,2.28,118,95
1,9,5.51,8,13
30,0,1.3732214298586618,364,128
2,0,1.3732214298586618,0,125
5,16,0.28,0,99
2,1,0.05,0,45
21,1,0.05,66,80
2,18,2.51,189,36
1,1,0.02,0,70
1,3,0.15,0,170
2,75,3.34,351,62
3,0,1.3732214298586618,87,750
2,1,0.03,0,164
2,0,1.3732214298586618,0,140
2,4,0.59,0,25
7,2,0.34,0,60
1,19,1.17,362,60
4,14,0.72,171,48
1,1,0.03,335,200
5,0,1.3732214298586618,263,200
2,5,5.0,19,182
2,8,2.93,250,49
4,11,0.75,164,650
3,6,0.16,0,195
10,0,1.3732214298586618,0,199
2,3,0.13,0,225
2,1,0.16,310,35
1,3,0.46,0,60
30,51,2.33,75,300
2,145,4.24,35,150
2,0,1.3732214298586618,0,75
14,12,0.34,261,120
1,94,1.46,0,99
2,2,0.03,0,175
2,0,1.3732214298586618,139,15
4,24,1.03,293,34
1,4,0.39,8,125
3,56,0.65,160,209
2,13,0.69,0,150
30,0,1.3732214298586618,332,263
1,1,0.32,66,50
1,12,1.07,160,89
1,8,0.25,0,110
1,5,0.1,0,110
1,94,1.85,365,259
4,0,1.3732214298586618,317,150
2,150,3.19,54,159
1,94,1.22,358,99
2,10,2.38,68,65
9,1,1.0,73,140
1,183,3.74,196,99
1,38,0.84,0,50
30,5,0.12,365,80
1,2,0.04,0,45
1,0,1.3732214298586618,0,150
1,0,1.3732214298586618,0,215
1,32,0.92,0,48
1,1,0.02,0,50
7,0,1.3732214298586618,0,100
1,15,0.49,325,110
10,9,0.26,90,45
3,16,1.67,81,335
30,2,0.05,0,159
7,15,0.3,0,100
2,27,3.91,33,95
3,10,0.91,123,75
2,1,0.06,0,60
4,216,2.31,288,98
3,46,2.88,0,60
1,0,1.3732214298586618,360,100
2,10,1.57,2,80
1,4,2.55,282,56
1,6,0.13,322,700
1,32,2.74,83,30
4,17,0.39,262,46
1,20,2.59,28,80
1,1,0.67,73,28
5,2,0.08,266,239
3,58,3.02,57,55
4,6,0.14,8,192
2,13,1.63,0,129
3,0,1.3732214298586618,0,139
2,0,1.3732214298586618,177,70
7,26,1.7,26,74
1,49,0.94,359,70
1,0,1.3732214298586618,0,1000
1,3,0.06,0,85
2,3,1.14,343,40
1,0,1.3732214298586618,0,35
3,9,0.11,329,79
2,111,1.17,12,199
3,2,0.27,0,165
1,84,1.46,286,85
2,2,0.04,0,150
7,1,0.02,0,180
30,9,0.29,346,185
5,2,0.22,0,50
1,3,0.22,0,40
1,365,5.81,174,120
3,3,1.7,0,120
2,25,0.55,0,150
1,6,0.12,0,135
1,5,0.1,0,175
4,119,3.21,45,115
2,60,2.59,171,55
4,31,0.38,0,120
1,0,1.3732214298586618,0,50
2,6,0.53,0,350
2,136,3.45,346,60
30,13,0.23,167,75
4,6,0.59,56,80
30,3,0.12,7,115
3,0,1.3732214298586618,0,69
3,15,0.33,217,50
2,5,0.18,0,325
2,0,1.3732214298586618,0,87
1,0,1.3732214298586618,0,50
1,4,0.94,153,65
7,1,0.03,0,40
1,86,6.34,20,97
3,3,1.8,220,370
3,0,1.3732214298586618,90,350
1,68,4.89,63,46
1,0,1.3732214298586618,352,35
12,27,0.67,88,80
3,7,0.35,71,34
3,0,1.3732214298586618,28,150
1,1,0.02,0,95
1,0,1.3732214298586618,0,325
5,0,1.3732214298586618,12,100
3,54,2.82,230,140
1,0,1.3732214298586618,0,200
7,0,1.3732214298586618,365,3000
1,0,1.3732214298586618,0,75
5,39,1.2,271,60
3,6,2.28,176,150
2,19,2.04,138,55
1,14,1.49,0,80
4,49,3.58,51,140
3,23,0.66,365,70
4,0,1.3732214298586618,0,150
7,3,0.26,188,349
1,20,0.69,0,200
2,6,0.26,0,150
60,1,0.16,227,145
3,1,0.2,83,75
14,43,0.8,313,50
30,0,1.3732214298586618,340,58
2,15,3.88,114,55
1,2,0.05,0,177
1,134,4.36,227,80
1,96,6.56,44,45
2,5,0.14,0,150
2,8,1.35,0,45
30,6,0.25,164,45
29,1,0.48,220,169
3,5,0.46,365,40
10,0,1.3732214298586618,52,85
3,16,1.11,307,67
2,39,0.86,37,189
1,1,0.02,0,40
6,40,1.7,276,500
4,37,0.92,0,150
1,7,0.95,166,199
2,6,0.13,0,120
7,2,0.11,0,150
5,4,0.11,16,200
1,0,1.3732214298586618,311,125
4,1,0.12,129,110
4,0,1.3732214298586618,0,65
1,0,1.3732214298586618,341,35
1,53,2.35,249,50
7,0,1.3732214298586618,0,250
2,32,2.67,3,79
2,9,0.32,0,45
1,1,0.17,269,60
1,9,6.43,59,55
30,0,1.3732214298586618,244,38
1,18,1.22,28,120
1,2,2.0,0,75
2,24,0.33,0,80
2,71,1.45,287,350
10,7,0.54,79,186
2,8,2.58,344,111
2,47,1.81,77,60
3,0,1.3732214298586618,0,89
30,0,1.3732214298586618,357,259
1,1,0.02,0,90
3,97,2.75,141,67
5,97,6.11,114,129
16,5,0.06,339,150
4,2,0.05,0,70
3,25,1.2,22,150
23,12,0.22,23,100
6,0,1.3732214298586618,0,80
1,3,3.0,122,189
1,39,2.73,49,225
2,3,1.8,0,90
1,55,4.98,136,55
1,28,7.85,340,65
2,13,0.71,35,179
1,0,1.3732214298586618,364,475
30,3,0.09,365,50
2,1,0.16,0,70
2,7,0.39,299,40
2,1,1.0,7,249
5,72,1.18,0,179
3,2,0.32,23,125
3,32,1.04,262,850
1,0,1.3732214298586618,0,50
2,41,0.96,301,59
1,4,4.0,120,173
2,42,3.26,99,90
5,87,3.79,118,265
2,5,0.19,0,80
5,2,0.07,0,180
2,6,1.15,125,50
7,28,0.37,333,170
2,19,0.67,244,79
5,4,0.09,0,130
1,8,3.93,0,72
1,25,0.72,0,65
2,10,0.29,13,150
7,0,1.3732214298586618,11,150
6,4,0.83,0,400
31,1,0.02,41,125
4,38,1.06,10,100
30,0,1.3732214298586618,151,145
2,1,1.0,32,200
2,45,1.47,112,190
2,1,0.03,179,500
2,24,1.79,47,50
2,2,0.21,0,250
1,0,1.3732214298586618,0,48
30,14,0.29,284,200
2,12,2.02,299,35
1,0,1.3732214298586618,0,65
3,3,0.16,0,35
7,6,3.46,102,199
4,5,2.73,194,499
3,5,0.52,180,1100
3,5,0.09,0,120
30,7,0.14,67,110
2,2,2.0,43,68
2,5,0.35,40,75
30,0,1.3732214298586618,163,396
3,2,0.11,0,65
1,0,1.3732214298586618,0,935
1,15,0.61,0,75
30,0,1.3732214298586618,364,175
1,46,1.65,152,200
29,0,1.3732214298586618,337,130
2,0,1.3732214298586618,363,40
1,0,1.3732214298586618,365,950
6,2,0.31,23,90
39,25,0.35,245,93
2,8,0.53,179,99
1,6,0.18,0,140
4,7,0.11,0,95
4,0,1.3732214298586618,0,150
5,9,0.14,0,150
2,2,0.04,0,45
1,33,2.5,282,43
3,2,0.09,165,60
3,2,0.51,158,60
6,48,3.13,5,49
1,3,0.08,0,150
2,15,0.48,17,214
1,4,0.51,0,46
1,121,4.11,127,97
1,1,0.03,0,150
2,7,0.82,3,150
3,23,0.82,137,39
2,8,1.41,80,60
3,94,2.02,8,215
3,50,1.5,351,375
4,6,0.23,0,159
5,11,0.13,365,77
3,2,0.03,0,90
2,2,2.0,164,95
1,2,0.36,0,59
2,103,3.57,185,125
5,79,2.09,153,285
1,4,0.63,0,45
1,12,1.2,364,750
3,14,0.22,365,99
2,32,4.02,147,90
2,3,0.08,0,200
1,32,1.38,95,57
1,74,2.88,179,50
3,2,0.05,0,279
1,81,8.97,0,60
4,0,1.3732214298586618,127,150
2,1,0.86,360,450
1,28,3.53,8,80
7,0,1.3732214298586618,15,60
1,1,0.06,0,45
30,1,0.05,278,170
3,4,0.11,0,44
30,0,1.3732214298586618,268,287
2,62,1.94,40,70
1,0,1.3732214298586618,0,120
2,6,0.17,0,135
3,1,0.02,0,85
5,2,0.05,0,200
2,1,0.07,39,68
30,0,1.3732214298586618,64,100
30,45,0.82,0,103
1,0,1.3732214298586618,0,95
30,10,0.28,332,95
3,3,0.06,163,85
2,1,0.02,0,190
2,0,1.3732214298586618,0,150
3,2,0.04,0,180
2,94,2.85,361,999
1,0,1.3732214298586618,365,199
2,1,0.05,0,90
1,21,1.52,30,78
1,0,1.3732214298586618,278,249
3,1,0.16,132,85
25,0,1.3732214298586618,353,380
1,0,1.3732214298586618,90,70
2,2,0.04,17,47
3,2,0.06,0,35
2,14,0.24,0,200
2,19,0.35,0,199
3,0,1.3732214298586618,0,32
4,7,0.23,253,75
7,86,1.84,99,165
30,9,0.16,318,39
6,5,0.21,0,100
2,156,2.43,274,95
30,0,1.3732214298586618,0,75
3,4,0.25,342,65
5,74,1.61,0,105
2,77,2.3,3,50
3,0,1.3732214298586618,0,200
3,6,0.18,0,150
1,43,0.61,9,75
7,0,1.3732214298586618,0,110
1,59,4.18,150,60
2,6,3.53,192,280
1,8,8.0,213,300
3,17,3.98,142,200
2,136,2.67,33,99
3,8,0.17,0,149
2,45,2.05,324,69
2,1,0.03,0,55
3,82,1.92,0,59
3,33,0.9,80,250
2,15,0.84,0,90
5,65,2.18,60,95
2,2,0.94,150,130
3,85,2.87,208,350
1,81,2.93,0,65
7,2,0.04,338,250
1,7,2.56,302,159
4,0,1.3732214298586618,0,370
13,22,0.75,267,42
2,122,2.15,71,47
2,0,1.3732214298586618,0,250
3,5,3.57,159,150
1,1,0.06,0,100
1,197,6.54,19,50
1,7,2.44,23,119
4,1,1.0,332,35
3,25,1.9,76,100
1,0,1.3732214298586618,0,60
1,0,1.3732214298586618,0,100
1,20,8.45,104,85
2,21,1.88,1,35
7,0,1.3732214298586618,0,65
1,0,1.3732214298586618,268,250
1,25,1.93,170,75
5,4,0.13,19,295
2,36,0.6,5,69
3,4,0.5,76,79
31,1,0.04,358,300
2,100,1.31,63,85
5,7,0.18,0,75
14,12,0.45,64,90
2,39,2.17,24,75
1,44,1.8,90,59
3,112,1.61,0,80
1,0,1.3732214298586618,365,227
6,29,0.83,55,175
30,7,0.24,189,105
3,108,1.51,351,399
3,0,1.3732214298586618,0,250
1,3,0.76,363,300
2,0,1.3732214298586618,364,575
1,7,0.14,0,105
30,0,1.3732214298586618,364,210
1,47,1.5,0,80
1,11,2.84,250,175
1,5,0.11,0,89
1,68,5.11,33,160
2,21,1.86,32,100
1,45,1.62,303,160
3,0,1.3732214298586618,21,275
5,8,1.31,0,36
3,3,0.16,0,43
1,12,1.66,14,20
2,398,3.97,182,169
1,1,0.02,0,70
30,0,1.3732214298586618,0,100
30,0,1.3732214298586618,307,393
7,1,0.02,0,70
2,17,1.73,11,150
7,1,0.04,0,60
2,10,0.47,0,181
2,3,0.31,0,250
153,0,1.3732214298586618,295,175
1,8,4.71,51,100
30,2,0.25,255,62
5,2,0.06,26,70
4,171,1.8,353,120
3,71,1.76,331,205
30,0,1.3732214298586618,0,183
30,1,1.0,342,60
1,0,1.3732214298586618,0,79
30,0,1.3732214298586618,203,206
15,0,1.3732214298586618,185,94
3,6,0.25,0,150
15,0,1.3732214298586618,0,70
2,63,0.76,26,499
7,0,1.3732214298586618,14,45
2,17,0.72,9,60
6,187,1.87,189,135
4,9,0.94,245,125
2,8,0.77,37,50
3,91,1.99,20,86
2,1,0.02,0,45
1,0,1.3732214298586618,0,63
2,0,1.3732214298586618,363,120
3,103,1.25,344,85
30,4,0.07,0,45
1,2,0.04,0,118
3,0,1.3732214298586618,0,200
1,55,3.72,38,68
60,12,0.75,13,245
3,0,1.3732214298586618,0,150
2,49,4.04,191,165
3,0,1.3732214298586618,179,200
1,51,1.96,67,195
6,8,0.35,0,120
4,12,2.03,291,45
1,4,1.82,356,219
3,134,2.0,281,95
1,11,3.59,336,250
1,3,0.08,0,38
3,1,0.21,0,37
1,2,0.22,0,50
3,42,1.58,172,80
4,13,0.93,2,220
1,162,3.91,344,85
1,3,3.0,104,90
365,1,0.09,0,89
30,8,0.1,280,178
31,0,1.3732214298586618,0,50
2,7,0.08,361,760
11,0,1.3732214298586618,365,99
5,86,1.67,0,44
3,7,0.2,42,110
1,14,3.23,177,65
2,9,3.42,50,109
1,0,1.3732214298586618,0,55
5,0,1.3732214298586618,252,500
30,0,1.3732214298586618,365,268
31,2,0.06,0,230
2,0,1.3732214298586618,76,350
1,0,1.3732214298586618,364,60
30,0,1.3732214298586618,332,55
20,0,1.3732214298586618,0,45
7,0,1.3732214298586618,295,195
5,196,3.02,149,124
2,60,2.63,9,48
1,142,2.63,318,59
1,0,1.3732214298586618,0,110
1,88,5.44,55,70
3,9,0.23,88,325
2,0,1.3732214298586618,28,78
5,2,0.09,0,85
2,4,0.16,0,75
2,53,0.79,0,175
3,9,0.3,0,125
3,1,0.02,0,45
2,21,1.07,288,150
2,0,1.3732214298586618,180,100
2,5,0.13,0,55
2,142,2.22,306,90
30,1,0.26,358,279
1,0,1.3732214298586618,0,155
7,5,0.46,0,200
1,17,2.32,347,199
8,8,0.11,0,100
3,26,1.32,0,70
2,23,1.25,149,85
1,3,0.08,0,80
1,110,5.92,147,59
4,3,0.24,0,139
3,10,0.46,158,165
1,7,7.0,64,350
1,8,0.12,359,59
3,3,0.41,82,90
30,0,1.3732214298586618,237,242
1,172,7.27,0,70
3,98,2.77,140,50
14,4,0.61,0,52
2,7,3.75,180,65
2,198,1.72,321,215
5,0,1.3732214298586618,0,349
1,0,1.3732214298586618,0,60
1,34,0.98,170,140
3,0,1.3732214298586618,0,48
3,4,0.27,72,46
3,14,0.33,352,75
3,14,0.98,364,100
2,8,0.76,122,55
10,0,1.3732214298586618,0,55
2,42,3.19,26,140
10,0,1.3732214298586618,0,175
3,10,0.22,0,125
2,1,0.16,89,190
7,9,0.16,291,200
1,7,0.51,232,120
3,10,2.68,51,189
10,1,0.08,331,70
4,0,1.3732214298586618,0,69
6,1,0.16,71,144
3,35,1.36,40,85
2,0,1.3732214298586618,0,50
5,5,0.21,5,230
1,75,1.28,125,99
1,0,1.3732214298586618,0,250
1,1,1.0,323,170
30,0,1.3732214298586618,202,352
1,0,1.3732214298586618,0,200
4,7,0.33,118,250
1,104,4.44,90,120
2,1,1.0,208,78
3,2,0.3,0,30
2,4,0.18,0,55
15,8,1.12,330,60
3,33,0.57,11,115
1,0,1.3732214298586618,0,90
7,0,1.3732214298586618,58,126
2,43,3.15,150,50
31,0,1.3732214298586618,57,115
2,90,3.11,14,60
1,9,1.4,132,75
3,1,1.0,57,900
1,5,0.68,0,100
5,10,0.28,0,69
1,4,1.6,275,100
30,0,1.3732214298586618,247,49
3,12,0.61,72,225
150,0,1.3732214298586618,365,120
7,1,0.02,0,79
7,2,0.09,364,35
30,27,2.38,347,70
30,0,1.3732214298586618,365,280
2,129,2.33,344,99
30,0,1.3732214298586618,247,59
3,2,2.0,195,295
3,2,2.0,15,110
1,5,0.16,362,500
2,0,1.3732214298586618,255,468
3,51,0.64,329,66
14,7,0.33,0,69
3,12,0.65,83,450
1,47,4.45,10,70
30,3,0.12,0,120
1,4,4.0,337,50
3,27,2.53,128,175
1,38,4.37,16,120
30,5,0.12,263,300
1,16,1.7,0,28
3,2,2.0,203,120
5,45,1.4,272,95
5,3,0.08,23,650
3,1,0.02,0,60
1,61,0.95,100,49
1,100,4.45,71,80
2,25,2.03,30,126
31,1,0.03,201,300
7,1,0.04,0,50
1,18,0.32,146,70
3,0,1.3732214298586618,0,150
2,1,0.07,157,75
30,0,1.3732214298586618,336,285
4,0,1.3732214298586618,149,65
2,1,0.11,87,80
30,0,1.3732214298586618,365,175
1,7,0.22,0,35
3,29,0.84,349,325
3,0,1.3732214298586618,364,250
3,4,0.22,0,99
7,0,1.3732214298586618,31,300
2,0,1.3732214298586618,361,75
2,42,3.62,129,200
3,86,2.99,85,115
7,3,1.2,360,45
3,0,1.3732214298586618,95,199
5,5,0.3,0,145
3,230,3.79,125,90
2,0,1.3732214298586618,0,125
2,18,0.42,0,46
1,8,1.62,179,225
1,0,1.3732214298586618,357,28
14,172,2.39,14,95
2,8,2.64,327,205
2,2,0.04,0,86
5,0,1.3732214298586618,0,425
4,60,1.12,247,85
2,2,0.11,0,250
7,0,1.3732214298586618,0,220
3,1,0.13,88,100
1,19,3.93,166,300
2,52,1.93,78,65
5,4,0.21,0,80
9,0,1.3732214298586618,0,150
3,22,3.28,110,160
4,5,0.44,1,250
3,17,0.31,0,89
2,1,1.0,296,100
1,23,0.78,336,150
2,5,5.0,0,300
2,2,0.24,0,125
3,59,2.42,88,160
31,3,0.08,0,145
2,12,0.61,10,50
5,0,1.3732214298586618,0,200
20,0,1.3732214298586618,0,59
30,4,0.34,52,59
3,8,0.67,3,95
3,4,0.08,0,50
30,3,0.15,189,95
2,0,1.3732214298586618,23,149
1,51,4.47,2,90
2,10,1.22,0,180
2,86,10.12,56,40
2,8,0.91,0,275
7,51,1.11,156,300
1,98,1.55,0,33
4,9,4.03,201,165
1,196,3.03,0,70
5,19,0.32,268,318
1,4,0.21,0,80
7,0,1.3732214298586618,8,150
1,0,1.3732214298586618,0,80
30,0,1.3732214298586618,365,176
1,42,5.04,61,90
3,0,1.3732214298586618,0,35
1,10,0.67,312,26
3,12,0.2,4,140
1,7,0.59,129,60
1,0,1.3732214298586618,0,70
4,28,1.52,179,300
2,1,1.0,16,115
2,58,5.21,124,159
2,7,0.15,14,45
31,8,0.17,0,159
2,2,0.27,0,120
3,3,0.31,0,139
1,6,1.0,0,50
3,68,2.6,138,65
2,8,0.31,0,63
2,152,3.25,299,90
30,1,0.23,353,55
5,42,1.49,221,103
1,8,6.32,36,68
2,166,4.68,8,80
1,50,2.34,341,50
3,3,3.0,241,88
1,1,1.0,138,90
2,17,0.46,0,75
2,138,3.63,268,59
2,1,0.04,0,190
2,0,1.3732214298586618,89,40
1,0,1.3732214298586618,0,65
4,0,1.3732214298586618,0,38
3,2,0.06,0,100
1,6,6.0,142,125
1,5,0.09,0,50
1,24,3.79,85,180
1,0,1.3732214298586618,0,1600
1,0,1.3732214298586618,0,250
30,1,0.08,364,170
2,6,0.38,34,123
1,2,0.03,364,800
2,9,1.99,345,67
4,4,0.11,37,199
1,0,1.3732214298586618,0,240
7,103,2.79,11,65
2,74,3.13,78,100
1,56,2.09,351,65
2,5,0.1,0,80
1,2,1.2,0,70
1,3,0.07,0,89
5,0,1.3732214298586618,0,300
1,3,0.06,0,80
1,17,1.63,106,47
1,1,0.02,0,140
2,8,0.11,312,75
1,35,0.73,0,65
1,12,3.13,40,175
1,1,1.0,349,75
7,6,0.15,0,100
7,0,1.3732214298586618,214,50
4,32,0.34,28,199
2,26,0.6,30,146
1,6,0.13,0,130
1,3,0.39,88,180
3,38,1.21,14,100
4,0,1.3732214298586618,0,120
4,26,0.8,340,795
1,10,2.4,199,188
2,14,1.63,79,79
2,56,1.23,306,55
1,1,0.03,121,450
1,0,1.3732214298586618,89,194
1,36,3.23,29,150
1,2,0.04,0,59
1,0,1.3732214298586618,0,60
15,31,0.99,142,30
14,2,0.06,90,400
2,3,1.96,4,36
3,1,1.0,52,85
1,4,0.14,0,91
2,4,1.32,347,65
7,0,1.3732214298586618,0,60
2,41,6.51,66,120
15,2,0.97,299,320
2,8,0.22,0,74
2,5,0.18,0,250
2,10,0.69,0,161
4,9,1.96,34,75
30,3,0.45,199,240
30,3,0.05,303,129
2,0,1.3732214298586618,179,100
1,82,5.0,30,41
1,67,3.97,255,129
30,5,0.09,180,80
5,0,1.3732214298586618,0,49
1,47,1.03,348,55
7,1,1.0,17,175
14,19,0.31,346,59
3,4,0.56,89,349
1,2,2.0,351,25
30,1,0.04,294,310
2,63,1.15,305,37
2,141,2.0,340,194
4,0,1.3732214298586618,0,70
1,4,2.55,90,75
4,53,3.24,0,165
5,1,0.06,0,45
1,65,1.76,338,90
2,1,0.02,0,125
14,1,0.03,188,120
4,20,1.69,10,58
1,17,0.56,0,175
4,1,0.16,28,745
1,37,3.31,364,55
3,10,0.97,0,185
1,75,3.95,19,95
3,18,0.3,0,245
4,56,1.55,0,130
1,170,2.92,255,90
15,0,1.3732214298586618,0,200
7,1,0.02,0,150
1,2,0.04,188,80
31,0,1.3732214298586618,329,200
2,18,0.38,0,250
4,10,0.14,49,165
30,3,0.09,36,219
1,35,0.81,365,206
3,1,0.04,0,150
4,125,1.6,239,140
4,0,1.3732214298586618,16,70
4,2,0.39,0,160
4,53,3.66,41,130
1,59,5.75,61,79
2,125,3.3,302,90
1,2,0.09,0,80
2,4,0.08,0,120
31,0,1.3732214298586618,50,100
1,0,1.3732214298586618,90,1000
30,7,0.32,180,3900
1,5,0.17,0,80
2,193,1.85,360,36
5,1,0.43,249,150
3,24,1.25,277,95
30,1,0.58,346,42
10,0,1.3732214298586618,0,78
1,11,1.05,262,159
30,19,0.5,0,100
1,0,1.3732214298586618,0,600
8,2,0.05,0,200
4,0,1.3732214298586618,0,160
12,2,1.0,130,63
1,52,2.88,0,189
2,1,0.05,0,250
1,6,0.25,152,225
30,0,1.3732214298586618,343,210
3,0,1.3732214298586618,0,225
2,32,1.45,153,99
2,4,4.0,345,259
2,6,0.25,19,1000
3,7,0.1,364,350
3,3,0.1,0,100
3,0,1.3732214298586618,0,375
2,0,1.3732214298586618,35,300
1,0,1.3732214298586618,311,100
2,10,0.29,0,100
2,6,0.51,0,159
1,21,0.38,0,65
1,207,5.01,245,200
4,47,1.22,131,39
20,4,0.32,66,60
3,4,0.09,290,90
3,1,0.03,0,80
7,1,0.02,0,77
30,0,1.3732214298586618,193,269
30,6,0.22,156,80
2,3,1.11,323,432
30,28,0.45,0,200
3,78,1.53,0,275
5,13,0.98,347,1200
3,2,0.16,176,89
1,1,0.3,0,135
1,13,0.28,188,130
2,26,0.58,42,190
7,1,0.07,0,50
5,41,2.11,125,100
2,63,0.75,79,500
2,232,4.01,192,135
5,11,0.77,8,140
3,14,3.21,75,82
2,5,0.11,0,130
5,3,0.76,23,42
1,15,0.67,90,30
30,64,0.95,178,75
30,3,0.11,255,270
30,0,1.3732214298586618,222,196
7,1,0.68,48,50
3,16,0.26,209,70
1,1,0.02,0,59
1,202,4.35,0,65
3,2,0.15,0,45
3,1,0.83,12,90
2,11,0.14,158,62
30,77,1.28,309,38
1,1,0.02,0,170
30,6,0.17,246,130
2,35,2.17,205,60
2,11,0.47,5,55
2,45,2.01,153,150
1,0,1.3732214298586618,0,120
2,0,1.3732214298586618,2,125
1,356,6.31,341,65
2,54,2.69,283,90
180,0,1.3732214298586618,358,800
2,9,0.78,0,285
2,8,0.83,14,140
1,4,0.27,365,130
5,220,3.25,271,189
30,39,0.44,251,200
1,13,0.75,0,29
2,0,1.3732214298586618,14,75
4,7,0.52,0,175
1,1,0.03,0,65
30,0,1.3732214298586618,332,340
30,21,0.44,343,40
115,15,0.17,219,105
2,12,0.52,0,200
1,83,1.9,344,225
1,0,1.3732214298586618,0,400
2,39,0.84,330,500
1,10,1.33,2,43
3,3,0.99,97,350
1,13,1.15,0,49
4,0,1.3732214298586618,0,50
2,10,0.4,0,100
5,3,0.16,0,230
1,2,1.87,134,65
1,4,2.35,104,65
3,49,1.91,350,299
2,3,0.1,285,117
30,0,1.3732214298586618,32,150
1,0,1.3732214298586618,173,140
2,1,0.16,364,300
4,45,0.75,87,159
1,2,0.09,0,45
2,109,1.04,207,299
7,0,1.3732214298586618,0,63
